news_id,category,subcategory,i,p
N63568,news,newsus,16157,notpoli
N63586,news,newsworld,16026,notpoli
N63640,news,newsoffbeat,29266,notpoli
N63642,news,newsus,21347,notpoli
N63697,news,newsus,27473,notpoli
N63704,news,newsus,24296,notpoli
N63714,news,newsoffbeat,7240,notpoli
N63752,news,newsus,8426,notpoli
N63765,news,newsscienceandtechnology,23795,notpoli
N63783,news,newsus,11780,notpoli
N63794,news,newscrime,24688,notpoli
N63861,news,newsus,4858,notpoli
N63885,news,newsus,14685,notpoli
N63894,news,newsus,3292,notpoli
N63939,news,newsus,28408,notpoli
N63962,news,newsus,9345,notpoli
N63970,news,newscrime,20329,notpoli
N63989,news,newscrime,1768,notpoli
N64016,news,newsworld,2270,notpoli
N64028,news,newsus,27117,notpoli
N64085,news,newsus,10814,notpoli
N64099,news,newsworld,29219,notpoli
N64129,news,newsus,2039,notpoli
N64157,news,newsus,28578,notpoli
N64190,news,newsus,21611,notpoli
N6420,news,newsworld,545,notpoli
N64211,news,newsus,12785,notpoli
N64218,news,newsus,5876,notpoli
N64242,news,newsus,14379,notpoli
N64260,news,newscrime,22326,notpoli
N64287,news,newsus,21761,notpoli
N64290,news,newsus,4064,notpoli
N64294,news,newsus,22147,notpoli
N6432,news,newsworld,4215,notpoli
N64328,news,newscrime,15011,notpoli
N6434,news,newsus,9203,notpoli
N64407,news,newsus,16309,notpoli
N64419,news,newsus,10456,notpoli
N64438,news,newsus,28944,notpoli
N64449,news,newsus,7312,notpoli
N64453,news,newsus,2920,notpoli
N64484,news,newsscienceandtechnology,27225,notpoli
N64504,news,newsus,16419,notpoli
N64511,news,newsus,28279,notpoli
N64513,news,newscrime,23680,notpoli
N64541,news,newsus,13114,notpoli
N64546,news,newsus,17300,notpoli
N64584,news,newsscienceandtechnology,4761,notpoli
N64616,news,newsscienceandtechnology,5528,notpoli
N64625,news,newsworld,5636,notpoli
N64626,news,newsus,22534,notpoli
N64634,news,newsus,12046,notpoli
N64640,news,newsus,1316,notpoli
N64643,news,newsus,21816,notpoli
N64647,news,newsus,7345,notpoli
N64655,news,newscrime,3541,notpoli
N64665,news,newsus,1972,notpoli
N64676,news,newsus,1709,notpoli
N64685,news,newscrime,20877,notpoli
N64701,news,newsscienceandtechnology,13399,notpoli
N64730,news,newscrime,261,notpoli
N64733,news,newsus,29161,notpoli
N64753,news,newsscienceandtechnology,25167,notpoli
N6477,news,newsscienceandtechnology,3531,notpoli
N64803,news,newsus,24452,notpoli
N64814,news,newsus,27503,notpoli
N64834,news,newsus,15846,notpoli
N64854,news,newsus,28452,notpoli
N64868,news,newsus,27090,notpoli
N64903,news,newsus,28545,notpoli
N64914,news,newsus,24415,notpoli
N64922,news,newsus,2531,notpoli
N6494,news,newscrime,12087,notpoli
N64957,news,newsus,25013,notpoli
N65031,news,newscrime,15961,notpoli
N65087,news,newsus,7024,notpoli
N6509,news,newscrime,21532,notpoli
N65107,news,newsus,15876,notpoli
N65144,news,newsworld,17547,notpoli
N65192,news,newsworld,579,notpoli
N6523,news,newscrime,17122,notpoli
N65242,news,newsscienceandtechnology,16067,notpoli
N65246,news,newsscienceandtechnology,24628,notpoli
N65253,news,newsoffbeat,7724,notpoli
N6526,news,newsus,17293,notpoli
N65289,news,newsus,10798,notpoli
N6530,news,newsus,23040,notpoli
N65304,news,newsus,10528,notpoli
N65305,news,newsscienceandtechnology,20697,notpoli
N6533,news,newsscienceandtechnology,5261,notpoli
N65357,news,newsus,23374,notpoli
N65364,news,newsoffbeat,16123,notpoli
N65373,news,newscrime,27114,notpoli
N65382,news,newsus,10667,notpoli
N65383,news,newsworld,26398,notpoli
N65384,news,newsus,25033,notpoli
N65388,news,newsworld,1454,notpoli
N65406,news,newsus,15738,notpoli
N65413,news,newscrime,11496,notpoli
N65417,news,newsworld,1376,notpoli
N65427,news,newsscienceandtechnology,14107,notpoli
N6546,news,newsopinion,1670,notpoli
N65460,news,newsus,28565,notpoli
N65480,news,newsus,18501,notpoli
N65493,news,newsus,21229,notpoli
N65499,news,newsus,14851,notpoli
N65533,news,newsus,1248,notpoli
N65543,news,newsscienceandtechnology,26869,notpoli
N65565,news,newsus,20036,notpoli
N65578,news,newsopinion,5080,notpoli
N65609,news,newsscienceandtechnology,5993,notpoli
N65624,news,newsworld,1366,notpoli
N65628,news,newsus,26106,notpoli
N65641,news,newscrime,6283,notpoli
N65649,news,newsus,10363,notpoli
N65658,news,newsus,562,notpoli
N65697,news,newscrime,10997,notpoli
N65732,news,newscrime,24807,notpoli
N65762,news,newscrime,12389,notpoli
N65768,news,newsopinion,2037,notpoli
N65785,news,newscrime,4107,notpoli
N65790,news,newscrime,13057,notpoli
N65821,news,newsus,19765,notpoli
N65841,news,newsus,20366,notpoli
N6588,news,newscrime,4955,notpoli
N65888,news,newsus,27648,notpoli
N65893,news,newsus,29135,notpoli
N65940,news,newsus,11720,notpoli
N65947,news,newsus,13665,notpoli
N65996,news,newsus,3452,notpoli
N66076,news,newsus,4602,notpoli
N66098,news,newsus,18068,notpoli
N66138,news,newsus,4739,notpoli
N6614,news,newsus,8716,notpoli
N66216,news,newsus,11606,notpoli
N66221,news,newsus,8628,notpoli
N66243,news,newsus,13705,notpoli
N66244,news,newsus,830,notpoli
N66315,news,newsus,28558,notpoli
N66332,news,newsus,20765,notpoli
N66341,news,newsus,11903,notpoli
N66390,news,newsus,22874,notpoli
N66398,news,newsworld,10872,notpoli
N66467,news,newsus,8709,notpoli
N66489,news,newsus,1747,notpoli
N66567,news,newsus,17566,notpoli
N66577,news,newsus,11340,notpoli
N66586,news,newsworld,17268,notpoli
N6660,news,newsus,18122,notpoli
N66609,news,newsscienceandtechnology,24072,notpoli
N66610,news,newsus,15812,notpoli
N66645,news,newscrime,14643,notpoli
N6665,news,newsus,18086,notpoli
N66688,news,newsus,12560,notpoli
N6669,news,newsus,13278,notpoli
N66697,news,newsus,26101,notpoli
N66713,news,newsus,10832,notpoli
N66776,news,newsus,9608,notpoli
N66798,news,newsus,11553,notpoli
N66809,news,newsus,5587,notpoli
N6687,news,newsus,25517,notpoli
N66946,news,newsus,14114,notpoli
N6697,news,newsus,17039,notpoli
N66974,news,newsscienceandtechnology,19093,notpoli
N66981,news,newsus,23704,notpoli
N67004,news,newsus,2902,notpoli
N67019,news,newsus,14969,notpoli
N6703,news,newsus,18137,notpoli
N67042,news,newsoffbeat,14449,notpoli
N6705,news,newsus,19250,notpoli
N67073,news,newsus,14020,notpoli
N67099,news,newsworld,22749,notpoli
N67100,news,newsscienceandtechnology,15632,notpoli
N67102,news,newsus,6355,notpoli
N67129,news,newsus,16954,notpoli
N67196,news,newsus,7052,notpoli
N67204,news,newsus,26471,notpoli
N67206,news,newsus,3628,notpoli
N6723,news,newsus,3503,notpoli
N67255,news,newsus,4090,notpoli
N67265,news,newscrime,536,notpoli
N67325,news,newsus,13103,notpoli
N67341,news,newscrime,5740,notpoli
N67363,news,newsus,28038,notpoli
N67381,news,newsworld,12696,notpoli
N67396,news,newscrime,11990,notpoli
N67398,news,newsus,3211,notpoli
N67429,news,newsgoodnews,18722,notpoli
N67476,news,newsus,13865,notpoli
N67498,news,newsworld,3022,notpoli
N67654,news,newsus,12673,notpoli
N67677,news,newsus,22003,notpoli
N6769,news,newsus,8964,notpoli
N67706,news,newscrime,399,notpoli
N67718,news,newsworld,10399,notpoli
N67745,news,newsus,22473,notpoli
N67772,news,newsus,4653,notpoli
N67788,news,newsscienceandtechnology,27227,notpoli
N6779,news,newsoffbeat,12082,notpoli
N67839,news,newsoffbeat,10082,notpoli
N67878,news,newsworld,3872,notpoli
N67889,news,newsus,25957,notpoli
N67892,news,newsus,6823,notpoli
N67902,news,newsus,5757,notpoli
N67909,news,photos,5832,notpoli
N67925,news,newsus,6801,notpoli
N67932,news,newsus,23254,notpoli
N67955,news,newsworld,221,notpoli
N67976,news,newsus,4634,notpoli
N6798,news,newsus,19404,notpoli
N67985,news,newsus,15658,notpoli
N67988,news,newsus,1803,notpoli
N67991,news,newsus,12999,notpoli
N68001,news,newsus,2590,notpoli
N6803,news,newsus,16182,notpoli
N68042,news,newsus,24791,notpoli
N68061,news,newsus,18377,notpoli
N68097,news,newscrime,2361,notpoli
N68098,news,newsworld,1067,notpoli
N6810,news,newsus,20387,notpoli
N68130,news,newsscienceandtechnology,10488,notpoli
N6814,news,newsoffbeat,8951,notpoli
N68159,news,newsus,17413,notpoli
N68190,news,newsscienceandtechnology,9630,notpoli
N68204,news,newsus,23369,notpoli
N68256,news,newscrime,19388,notpoli
N68272,news,newscrime,24233,notpoli
N68321,news,newsscienceandtechnology,22539,notpoli
N6833,news,newsscienceandtechnology,24412,notpoli
N68354,news,newsscienceandtechnology,12039,notpoli
N68367,news,newsscienceandtechnology,5710,notpoli
N68377,news,newsscienceandtechnology,3044,notpoli
N68393,news,newsus,6274,notpoli
N68418,news,newsoffbeat,19112,notpoli
N68427,news,newsworld,7611,notpoli
N68468,news,newscrime,8387,notpoli
N68484,news,newsscienceandtechnology,3008,notpoli
N68486,news,newsus,18886,notpoli
N68510,news,newsus,19708,notpoli
N68519,news,newsus,9505,notpoli
N68544,news,newsus,13937,notpoli
N68559,news,newsworld,4216,notpoli
N6856,news,newsus,21664,notpoli
N68581,news,newsoffbeat,11406,notpoli
N68657,news,newsus,22393,notpoli
N68665,news,newsus,22822,notpoli
N6868,news,newsus,6264,notpoli
N68687,news,newsus,29214,notpoli
N68719,news,newsus,22809,notpoli
N68757,news,newsus,19014,notpoli
N68768,news,newsopinion,1696,notpoli
N68778,news,newsworld,1413,notpoli
N688,news,newsus,23674,notpoli
N68801,news,newsus,22470,notpoli
N68810,news,newsus,16215,notpoli
N68832,news,newsopinion,6344,notpoli
N68848,news,newsus,14730,notpoli
N68857,news,newsscienceandtechnology,11151,notpoli
N68867,news,newsus,14919,notpoli
N68949,news,newsus,11585,notpoli
N68954,news,newsscienceandtechnology,9626,notpoli
N6897,news,newsus,10457,notpoli
N68981,news,newsus,20128,notpoli
N69011,news,newsus,28170,notpoli
N69012,news,newsus,3460,notpoli
N69022,news,newsscienceandtechnology,9774,notpoli
N69032,news,newsus,6262,notpoli
N69040,news,newscrime,5337,notpoli
N69085,news,newsus,12274,notpoli
N69103,news,newsus,11910,notpoli
N69186,news,newsus,15727,notpoli
N69201,news,newsus,181,notpoli
N69225,news,newscrime,727,notpoli
N69248,news,newsus,28533,notpoli
N69269,news,newsworld,10726,notpoli
N69283,news,newsus,8820,notpoli
N69335,news,newsscienceandtechnology,22175,notpoli
N69398,news,newsscienceandtechnology,15633,notpoli
N69411,news,newsworld,10540,notpoli
N69421,news,newsus,19020,notpoli
N69426,news,newsopinion,1707,notpoli
N6943,news,newsus,10416,notpoli
N6945,news,newsus,9497,notpoli
N69455,news,newsus,16118,notpoli
N69465,news,newsus,28181,notpoli
N69482,news,newsus,16845,notpoli
N69483,news,newscrime,19777,notpoli
N6949,news,newsus,19342,notpoli
N69538,news,newsworld,14011,notpoli
N69551,news,newscrime,7136,notpoli
N69607,news,newsus,16585,notpoli
N69612,news,newsscienceandtechnology,17704,notpoli
N69627,news,newsus,15505,notpoli
N69634,news,newsscienceandtechnology,27128,notpoli
N69648,news,newsus,18067,notpoli
N69650,news,newsscienceandtechnology,17430,notpoli
N69657,news,newsus,25652,notpoli
N69668,news,newsus,5776,notpoli
N69683,news,newsus,6422,notpoli
N69705,news,newsworld,9741,notpoli
N69709,news,newsus,12261,notpoli
N69783,news,newsus,25261,notpoli
N69794,news,newsus,5910,notpoli
N69799,news,newsus,13094,notpoli
N69804,news,newscrime,27458,notpoli
N69818,news,newsworld,26874,notpoli
N6982,news,newscrime,496,notpoli
N69824,news,newsus,10162,notpoli
N69850,news,newsus,27717,notpoli
N69862,news,newscrime,13771,notpoli
N69878,news,newsus,20805,notpoli
N69879,news,newsus,21423,notpoli
N69883,news,newsweather,2944,notpoli
N69906,news,newsscienceandtechnology,20307,notpoli
N69915,news,newsoffbeat,567,notpoli
N69927,news,newscrime,21327,notpoli
N69979,news,newscrime,12025,notpoli
N6998,news,newsus,2178,notpoli
N70035,news,newsus,6046,notpoli
N70052,news,newsworld,16560,notpoli
N70063,news,newsworld,1502,notpoli
N70071,news,newscrime,12955,notpoli
N70086,news,newsus,5185,notpoli
N7010,news,newscrime,10260,notpoli
N70110,news,newsscienceandtechnology,27011,notpoli
N70163,news,newsus,28662,notpoli
N7018,news,newsus,10543,notpoli
N70185,news,newsus,17439,notpoli
N70225,news,newsopinion,19143,notpoli
N70226,news,newsgoodnews,24369,notpoli
N70229,news,newsus,12150,notpoli
N7023,news,newsscienceandtechnology,22542,notpoli
N70252,news,newsus,27099,notpoli
N70296,news,newsus,24419,notpoli
N70317,news,newsus,6196,notpoli
N70318,news,newsus,24593,notpoli
N7032,news,newsus,16197,notpoli
N70329,news,newsus,11293,notpoli
N70330,news,newscrime,29288,notpoli
N70432,news,newsus,13655,notpoli
N70468,news,newsus,27756,notpoli
N70471,news,newsworld,9414,notpoli
N70493,news,newscrime,12983,notpoli
N705,news,newsus,19825,notpoli
N70502,news,newsus,14195,notpoli
N70505,news,newscrime,13842,notpoli
N70536,news,newsworld,19131,notpoli
N70547,news,newsworld,5641,notpoli
N70550,news,newsus,8801,notpoli
N70611,news,newsus,6457,notpoli
N70621,news,newscrime,5254,notpoli
N70634,news,newsworld,7121,notpoli
N70640,news,newscrime,11976,notpoli
N70641,news,newscrime,13769,notpoli
N70677,news,newsus,13080,notpoli
N70690,news,newsus,7339,notpoli
N70702,news,newsus,7377,notpoli
N70738,news,newsus,26380,notpoli
N70760,news,newsscienceandtechnology,29306,notpoli
N70765,news,newsus,22620,notpoli
N70804,news,newsworld,20605,notpoli
N70822,news,causes-military-appreciation,1046,notpoli
N70862,news,newscrime,23010,notpoli
N70870,news,newsus,1880,notpoli
N70872,news,newscrime,17391,notpoli
N70907,news,newsscienceandtechnology,3568,notpoli
N70950,news,newsscienceandtechnology,19214,notpoli
N70970,news,newscrime,2807,notpoli
N7098,news,newsus,12369,notpoli
N70988,news,newsus,5046,notpoli
N71001,news,newsgoodnews,417,notpoli
N71016,news,newscrime,28392,notpoli
N71018,news,newsus,4667,notpoli
N71028,news,newsus,6212,notpoli
N7103,news,newsus,13878,notpoli
N71044,news,newsus,5578,notpoli
N71074,news,newsus,12575,notpoli
N71090,news,newsus,14,notpoli
N71111,news,newsus,13562,notpoli
N71113,news,newscrime,18388,notpoli
N71137,news,newsus,24293,notpoli
N71141,news,newscrime,24871,notpoli
N71149,news,newsus,9903,notpoli
N71194,news,newsus,16815,notpoli
N71239,news,newsus,16918,notpoli
N71253,news,newsus,17246,notpoli
N71272,news,newscrime,6396,notpoli
N7128,news,newsus,24887,notpoli
N71292,news,newsscienceandtechnology,13882,notpoli
N71316,news,newsscienceandtechnology,6702,notpoli
N71330,news,newsus,12108,notpoli
N71342,news,newsoffbeat,20536,notpoli
N71347,news,newsus,8254,notpoli
N71348,news,newsus,14676,notpoli
N71358,news,newsscienceandtechnology,24526,notpoli
N71402,news,newsus,6559,notpoli
N71410,news,newsus,22550,notpoli
N71432,news,newsworld,2991,notpoli
N71437,news,newsscienceandtechnology,8361,notpoli
N71445,news,newsus,24846,notpoli
N71453,news,newsus,7831,notpoli
N71482,news,newsus,5987,notpoli
N71507,news,newsus,23741,notpoli
N71545,news,newsus,10251,notpoli
N71551,news,newsus,9440,notpoli
N71576,news,newscrime,19905,notpoli
N71579,news,newsscienceandtechnology,10372,notpoli
N7158,news,newsscienceandtechnology,5009,notpoli
N71678,news,newsus,7837,notpoli
N71694,news,newscrime,7006,notpoli
N71701,news,newsbusiness,1795,notpoli
N71719,news,newsus,13611,notpoli
N71726,news,newscrime,8369,notpoli
N71731,news,newsscience,26860,notpoli
N71762,news,newsworld,5422,notpoli
N71766,news,newscrime,28739,notpoli
N71782,news,newsus,6668,notpoli
N71788,news,newsworld,3491,notpoli
N718,news,newsus,10199,notpoli
N71805,news,newsus,25278,notpoli
N71807,news,newsus,27171,notpoli
N71854,news,newsus,18441,notpoli
N71875,news,newsus,10070,notpoli
N71888,news,newsworld,501,notpoli
N71890,news,newsus,4603,notpoli
N71910,news,newsus,9301,notpoli
N71948,news,newscrime,11358,notpoli
N7195,news,newsus,18785,notpoli
N71993,news,newsus,10369,notpoli
N72071,news,newsscienceandtechnology,15017,notpoli
N72078,news,newsworld,22537,notpoli
N72079,news,newsus,14850,notpoli
N721,news,newsus,27223,notpoli
N7210,news,newsscienceandtechnology,20308,notpoli
N72162,news,newsworld,3747,notpoli
N72165,news,newsus,19420,notpoli
N7217,news,newsus,18922,notpoli
N72188,news,newsus,9108,notpoli
N72190,news,newsopinion,2192,notpoli
N7220,news,newscrime,20780,notpoli
N72254,news,newsscienceandtechnology,21908,notpoli
N72268,news,newscrime,5168,notpoli
N72272,news,newsus,29200,notpoli
N72293,news,newsworld,18645,notpoli
N72295,news,newsworld,19477,notpoli
N72304,news,newsus,13042,notpoli
N72332,news,newsoffbeat,14694,notpoli
N72367,news,newscrime,12183,notpoli
N72386,news,newsus,16782,notpoli
N72402,news,newsoffbeat,22759,notpoli
N72403,news,newsus,6225,notpoli
N72424,news,newsscienceandtechnology,19842,notpoli
N7244,news,newsworld,10601,notpoli
N72464,news,newsus,16553,notpoli
N7247,news,newsscienceandtechnology,4708,notpoli
N72477,news,newsworld,6491,notpoli
N72510,news,newsus,12747,notpoli
N72527,news,newsus,23043,notpoli
N72569,news,newscrime,6585,notpoli
N72583,news,newsus,12988,notpoli
N72585,news,newsus,4194,notpoli
N726,news,newsus,4649,notpoli
N72626,news,newscrime,13887,notpoli
N72628,news,newscrime,2408,notpoli
N7265,news,newsus,9018,notpoli
N72670,news,newsus,28594,notpoli
N72691,news,newsus,6432,notpoli
N72701,news,newscrime,20845,notpoli
N72733,news,newsus,4297,notpoli
N72750,news,newscrime,28272,notpoli
N72752,news,newsus,12443,notpoli
N72757,news,newsscienceandtechnology,27527,notpoli
N72761,news,newsoffbeat,10261,notpoli
N72769,news,newsus,15913,notpoli
N72770,news,newsus,4642,notpoli
N72775,news,newsus,14977,notpoli
N72781,news,newscrime,21263,notpoli
N72782,news,newscrime,27556,notpoli
N72797,news,newsus,27185,notpoli
N72801,news,newsgoodnews,785,notpoli
N7283,news,newsus,14331,notpoli
N72915,news,newsus,10596,notpoli
N72925,news,newsscienceandtechnology,25552,notpoli
N72944,news,newsus,17149,notpoli
N73010,news,newsscienceandtechnology,25822,notpoli
N73047,news,newsus,8693,notpoli
N73050,news,newsus,6678,notpoli
N73072,news,newsus,8451,notpoli
N73074,news,newsus,11136,notpoli
N73084,news,newsus,18573,notpoli
N73093,news,newsus,5259,notpoli
N73116,news,newsoffbeat,12495,notpoli
N73149,news,newsgoodnews,5081,notpoli
N73177,news,newsus,12037,notpoli
N73203,news,newsscienceandtechnology,22161,notpoli
N73208,news,newsus,28876,notpoli
N73212,news,newsus,7625,notpoli
N73298,news,newsoffbeat,13731,notpoli
N73316,news,newsscienceandtechnology,5156,notpoli
N73323,news,newsus,29066,notpoli
N73331,news,newsus,657,notpoli
N73351,news,newsus,7821,notpoli
N73358,news,newsoffbeat,9589,notpoli
N73361,news,newsus,11959,notpoli
N73433,news,newsscienceandtechnology,17475,notpoli
N73435,news,newscrime,11370,notpoli
N73443,news,newsus,3266,notpoli
N73458,news,newsus,21867,notpoli
N73462,news,newsus,5580,notpoli
N73469,news,newscrime,4687,notpoli
N73508,news,newsoffbeat,9394,notpoli
N73539,news,newsscienceandtechnology,2637,notpoli
N73550,news,newsus,11987,notpoli
N73569,news,newsus,7042,notpoli
N73581,news,newsoffbeat,19959,notpoli
N73590,news,newsus,10192,notpoli
N736,news,newscrime,2464,notpoli
N73619,news,newsus,15103,notpoli
N73676,news,newsscienceandtechnology,24308,notpoli
N73693,news,newsus,10834,notpoli
N73716,news,newsus,25949,notpoli
N73719,news,newsscienceandtechnology,24071,notpoli
N73728,news,newsus,8055,notpoli
N73740,news,newsus,27791,notpoli
N73752,news,newsus,19985,notpoli
N73778,news,newsus,8164,notpoli
N7380,news,newsphotos,5129,notpoli
N73808,news,newsus,10548,notpoli
N73823,news,newsscienceandtechnology,13207,notpoli
N73828,news,newsus,18425,notpoli
N73833,news,newsgoodnews,322,notpoli
N73839,news,newsus,11825,notpoli
N7384,news,newsscienceandtechnology,5211,notpoli
N73840,news,newsus,22457,notpoli
N73850,news,newsus,3271,notpoli
N73890,news,newsus,3264,notpoli
N73923,news,newsus,8797,notpoli
N73942,news,newsus,6243,notpoli
N73967,news,newscrime,4637,notpoli
N7401,news,newscrime,28696,notpoli
N74014,news,newsgoodnews,23031,notpoli
N74040,news,newsworld,7365,notpoli
N74049,news,newsworld,2935,notpoli
N74087,news,newsoffbeat,4292,notpoli
N74101,news,newscrime,6582,notpoli
N74108,news,newsscienceandtechnology,9276,notpoli
N74122,news,newsus,20235,notpoli
N74151,news,newsus,5407,notpoli
N74194,news,newsscienceandtechnology,9340,notpoli
N74208,news,newsus,29002,notpoli
N7424,news,newsus,14539,notpoli
N7425,news,newsus,19964,notpoli
N74257,news,newsus,16180,notpoli
N74294,news,newscrime,22384,notpoli
N74300,news,newsus,14868,notpoli
N74341,news,newsus,11383,notpoli
N74416,news,newsus,16809,notpoli
N74423,news,newsus,26710,notpoli
N74453,news,newsus,1325,notpoli
N74466,news,newscrime,12793,notpoli
N74471,news,newsus,16143,notpoli
N74489,news,newsus,24151,notpoli
N74493,news,newsscienceandtechnology,6946,notpoli
N74513,news,newsus,14184,notpoli
N74514,news,newsscienceandtechnology,14353,notpoli
N74549,news,newsus,28646,notpoli
N74550,news,newscrime,1833,notpoli
N74563,news,newsworld,19918,notpoli
N74582,news,newsus,10840,notpoli
N74589,news,newsus,13692,notpoli
N74593,news,newstechnology,17977,notpoli
N74594,news,newsworld,28586,notpoli
N74608,news,newsscienceandtechnology,25169,notpoli
N74624,news,newsscienceandtechnology,3796,notpoli
N74649,news,newsus,13711,notpoli
N74669,news,newsus,2284,notpoli
N74712,news,newsworld,12612,notpoli
N74752,news,newsus,8396,notpoli
N74762,news,newsus,8260,notpoli
N74776,news,newsus,8086,notpoli
N74809,news,newsus,17335,notpoli
N74813,news,newscrime,8436,notpoli
N7484,news,newsus,13830,notpoli
N74849,news,newscrime,17553,notpoli
N74869,news,newsus,27333,notpoli
N74875,news,newscrime,326,notpoli
N74876,news,newsworld,14189,notpoli
N7489,news,newsscienceandtechnology,3607,notpoli
N7491,news,newsscienceandtechnology,12332,notpoli
N74931,news,newsopinion,24361,notpoli
N74940,news,newsus,3489,notpoli
N74942,news,newsus,16501,notpoli
N74951,news,newscrime,4927,notpoli
N74997,news,newsus,8337,notpoli
N74999,news,newsus,4551,notpoli
N75052,news,newsus,20103,notpoli
N75053,news,newscrime,24961,notpoli
N75057,news,newsus,28122,notpoli
N75067,news,newscrime,19919,notpoli
N75092,news,newsus,9111,notpoli
N75094,news,newsus,21233,notpoli
N75128,news,newsus,28062,notpoli
N75145,news,newsscienceandtechnology,1794,notpoli
N75154,news,newsworld,2782,notpoli
N75167,news,newsus,11767,notpoli
N75208,news,newsworld,12883,notpoli
N7521,news,newsus,13011,notpoli
N75232,news,newsus,29258,notpoli
N75246,news,newscrime,12486,notpoli
N75308,news,newsus,3778,notpoli
N75309,news,newsus,24528,notpoli
N75310,news,newsscienceandtechnology,29150,notpoli
N75339,news,newsscienceandtechnology,20270,notpoli
N75340,news,newsus,16048,notpoli
N75341,news,newsus,27120,notpoli
N7535,news,newsscienceandtechnology,29299,notpoli
N75350,news,newsus,25717,notpoli
N75352,news,newsopinion,26701,notpoli
N75357,news,newsscienceandtechnology,25910,notpoli
N75358,news,newsus,23507,notpoli
N75409,news,newsus,17032,notpoli
N75414,news,newscrime,24565,notpoli
N75426,news,newsus,22958,notpoli
N75439,news,newsus,4068,notpoli
N75457,news,newsus,27329,notpoli
N75510,news,newsscienceandtechnology,7220,notpoli
N75526,news,newsus,11922,notpoli
N75527,news,newsus,4048,notpoli
N75539,news,newsus,3188,notpoli
N75541,news,newsscienceandtechnology,19761,notpoli
N75569,news,newsus,20871,notpoli
N75578,news,newscrime,27136,notpoli
N75613,news,newsus,8029,notpoli
N75618,news,newscrime,335,notpoli
N75620,news,newsus,29149,notpoli
N75632,news,newsus,19517,notpoli
N75663,news,newsus,12720,notpoli
N75679,news,newsscienceandtechnology,25918,notpoli
N7568,news,newsworld,12074,notpoli
N75690,news,newsus,25618,notpoli
N75705,news,newsworld,5212,notpoli
N75722,news,newsus,8189,notpoli
N75736,news,newsus,27613,notpoli
N75752,news,newsscienceandtechnology,24468,notpoli
N75761,news,newscrime,7210,notpoli
N75772,news,newscrime,13190,notpoli
N75773,news,newsus,6125,notpoli
N75779,news,newsus,15981,notpoli
N75789,news,newsworld,2780,notpoli
N75811,news,newsus,17212,notpoli
N75838,news,newsopinion,2572,notpoli
N75841,news,newscrime,27970,notpoli
N75843,news,newsscienceandtechnology,16420,notpoli
N75849,news,newsus,16027,notpoli
N75853,news,newsus,21120,notpoli
N75868,news,newsus,24381,notpoli
N75883,news,newsgoodnews,18720,notpoli
N7589,news,newsus,18220,notpoli
N75901,news,newsscienceandtechnology,5162,notpoli
N75905,news,newsscienceandtechnology,28032,notpoli
N7592,news,newsus,27820,notpoli
N75928,news,newscrime,1863,notpoli
N75935,news,newsbusiness,28303,notpoli
N75940,news,newsoffbeat,23894,notpoli
N75955,news,newsus,5429,notpoli
N75994,news,newsworld,7343,notpoli
N76006,news,newsus,2826,notpoli
N76014,news,newsus,11283,notpoli
N76033,news,newsscienceandtechnology,24728,notpoli
N76038,news,newsus,18430,notpoli
N76042,news,newsgoodnews,1282,notpoli
N76056,news,newsus,4185,notpoli
N76057,news,newsus,28442,notpoli
N76059,news,newsworld,8734,notpoli
N76087,news,newsus,23419,notpoli
N76115,news,newsoffbeat,27787,notpoli
N76131,news,newscrime,6159,notpoli
N7614,news,newsscienceandtechnology,13712,notpoli
N76193,news,newsscienceandtechnology,4218,notpoli
N76238,news,newsscienceandtechnology,29023,notpoli
N76254,news,newsus,6026,notpoli
N76271,news,newsus,1298,notpoli
N76284,news,newsus,8403,notpoli
N7630,news,newsscienceandtechnology,8821,notpoli
N7632,news,newsscienceandtechnology,26776,notpoli
N76352,news,newsus,25985,notpoli
N76393,news,newsoffbeat,5575,notpoli
N76405,news,newsscienceandtechnology,19368,notpoli
N76425,news,newsscienceandtechnology,10972,notpoli
N7645,news,newsus,8632,notpoli
N76495,news,newsus,21632,notpoli
N76510,news,newsus,18088,notpoli
N76525,news,newscrime,27087,notpoli
N76536,news,newsus,22117,notpoli
N76538,news,newsscienceandtechnology,1867,notpoli
N76560,news,newsus,15376,notpoli
N76603,news,newsworld,11961,notpoli
N76617,news,newscrime,5595,notpoli
N76654,news,newscrime,18499,notpoli
N76655,news,newsscienceandtechnology,8805,notpoli
N7666,news,newsus,15419,notpoli
N76661,news,newsworld,2643,notpoli
N76675,news,newscrime,28664,notpoli
N76680,news,newsus,16481,notpoli
N76693,news,newsus,12803,notpoli
N76710,news,newsus,17313,notpoli
N76729,news,newsus,15770,notpoli
N76745,news,newsus,16648,notpoli
N76752,news,newscrime,28615,notpoli
N76754,news,newsus,6293,notpoli
N76779,news,newsscienceandtechnology,6527,notpoli
N76785,news,newscrime,26541,notpoli
N76796,news,newsus,19579,notpoli
N76802,news,newsus,17975,notpoli
N76820,news,newsus,3131,notpoli
N76864,news,newsus,28703,notpoli
N76875,news,newsworld,24925,notpoli
N76877,news,newsus,24678,notpoli
N76893,news,newsscienceandtechnology,26850,notpoli
N76935,news,newscrime,27250,notpoli
N76939,news,newsus,24482,notpoli
N76942,news,newsworld,23742,notpoli
N76953,news,newscrime,27213,notpoli
